1.267699691616549700e+02,2.062093989766027491e+01,1.198685470542895928e+02
1.265528361558361610e+02,2.030351297489661277e+01,1.203220316044460816e+02
1.263823624657527631e+02,2.000607621448446949e+01,1.206984590052651072e+02
1.262304911143452983e+02,1.971824599264330047e+01,1.210516113544334047e+02
1.260909745267452138e+02,1.943805011666180960e+01,1.213922339652476694e+02
1.259637020454042187e+02,1.916472443510291868e+01,1.218461310837767968e+02
1.258493719365252446e+02,1.889782509245837616e+01,1.221754787444835415e+02
1.257471618130971365e+02,1.863735318747679770e+01,1.224569547148723814e+02
1.256571694025219017e+02,1.838324196841949743e+01,1.226833273833141220e+02
1.255784759880607879e+02,1.813541163576762472e+01,1.228864761919911359e+02
1.255140683177331482e+02,1.789405106259845724e+01,1.230711108183700020e+02
1.254688412543567466e+02,1.766265682242449131e+01,1.232175350769883835e+02
1.254402316465853175e+02,1.744042184575121723e+01,1.233952390520602194e+02
1.254260722435640361e+02,1.722685024674937182e+01,1.236411364027797077e+02
1.254249613447166922e+02,1.702157467953704284e+01,1.239146877006021867e+02
1.254356638641870347e+02,1.684331567481833147e+01,1.241915651563866447e+02
1.254573482226635264e+02,1.667785419109469913e+01,1.244677519147211484e+02
1.254892999523943189e+02,1.652426909328077542e+01,1.247428693097488122e+02
1.255308692608948604e+02,1.638171390893828772e+01,1.250161285650249994e+02
1.256370922665797423e+02,1.625156771137417877e+01,1.252760330025582789e+02
1.257661353986043196e+02,1.613303487373662648e+01,1.255234679461969733e+02
1.259441237016954886e+02,1.606062684652128425e+01,1.257592694046133204e+02
1.261421741053161725e+02,1.599820082755136674e+01,1.259842449524049499e+02
1.263150857387220327e+02,1.590835838319888929e+01,1.261990210511513624e+02
1.264808870360941029e+02,1.580691936054629743e+01,1.264040190343261543e+02
1.266252061987550235e+02,1.569597430956007145e+01,1.265997927270015424e+02
1.267693120278206038e+02,1.554065377584307051e+01,1.267864028690792253e+02
1.269056499586539104e+02,1.539610033989348459e+01,1.269605643217400370e+02
1.270387784172900894e+02,1.525355983334634935e+01,1.271174582239461728e+02
1.271695840517204914e+02,1.511554097755775850e+01,1.272594925241800752e+02
1.272986873532614567e+02,1.498355025858484879e+01,1.273874910048247102e+02
1.274266211140142531e+02,1.485765984714538313e+01,1.275020641868241142e+02
1.276523725561396674e+02,1.462717173019403738e+01,1.278154289433811783e+02
1.278871818995456096e+02,1.440607712938644447e+01,1.281017409392102024e+02
1.281271394934844636e+02,1.419304450948491336e+01,1.283675882412986198e+02
1.283722699484431757e+02,1.398807469493732647e+01,1.286129357693884572e+02
1.286228162050113042e+02,1.379115456708811571e+01,1.288377878411861275e+02
1.288784804130482087e+02,1.360231455521541832e+01,1.290421700347352783e+02
1.291413258036547518e+02,1.342293580162960076e+01,1.292260768600473000e+02
1.294112552262609768e+02,1.325301483201335984e+01,1.293896381304283523e+02
1.296876160883991815e+02,1.309254696884559444e+01,1.295327763899908007e+02
1.299703413554102838e+02,1.294153237850543370e+01,1.296554062456445990e+02
1.302568893504011669e+02,1.279996153304049500e+01,1.297574811299100475e+02
1.305444711345056987e+02,1.266650842993661108e+01,1.298389803832612870e+02
1.308331615769181724e+02,1.254118153767091037e+01,1.298999527212311591e+02
1.311228652128122008e+02,1.242398913727500620e+01,1.299403397984502533e+02
1.314151420564080865e+02,1.231759360481090582e+01,1.299536115128578615e+02
1.317098518590186416e+02,1.222198728697157577e+01,1.299398095814164833e+02
1.320072928696934866e+02,1.213713296414774412e+01,1.298989507676904225e+02
1.323075602797079569e+02,1.206303029245781033e+01,1.298309785671170289e+02
1.326103260458543218e+02,1.199970206057242628e+01,1.297358836503566692e+02
1.329059913914898630e+02,1.194716300879631454e+01,1.296201700240162609e+02
1.331944744822390589e+02,1.190539133972710850e+01,1.294839340687099138e+02
1.334757954528507753e+02,1.187843852463851491e+01,1.293272021373879568e+02
1.337500739397482903e+02,1.186629004505678431e+01,1.291499104362698063e+02
1.340173089975319840e+02,1.186893878645482658e+01,1.289521829725789246e+02
1.342775160150953582e+02,1.188640382405776919e+01,1.287340663831452900e+02
1.345306809533739454e+02,1.191869159523281496e+01,1.284956272053241264e+02
1.347768453732830096e+02,1.196580513627294984e+01,1.282368733414252802e+02
1.350242943344343871e+02,1.202369303781973109e+01,1.279577250003196980e+02
1.352673932133152732e+02,1.209234197256663457e+01,1.276714996317110433e+02
1.355062327992438043e+02,1.217175450234951661e+01,1.273782864818858656e+02
1.357407827011886070e+02,1.226192667691999461e+01,1.270781751316057893e+02
1.359669769953299010e+02,1.236823110797142711e+01,1.267646500385771731e+02
1.361847439221623404e+02,1.249074015657734549e+01,1.264377978169057286e+02
1.363967058281976961e+02,1.262813614829412145e+01,1.261044056479832562e+02
1.366027827253147393e+02,1.278042961522687726e+01,1.257644192714468403e+02
1.368028988631978677e+02,1.294760061337538737e+01,1.254177215384016080e+02
1.369969982553200509e+02,1.312964634205368064e+01,1.250641178742727391e+02
1.371851605788799304e+02,1.332651517630278626e+01,1.247036028095733826e+02
1.373646569585081068e+02,1.354222061181327597e+01,1.243229023771212240e+02
1.375354522981047865e+02,1.377676472371452832e+01,1.239218775694458259e+02
1.376976882000842011e+02,1.403014280816321424e+01,1.235004457849968702e+02
1.378511996258876593e+02,1.430236361069575857e+01,1.230587707566483431e+02
1.379971703333797279e+02,1.459345115395378834e+01,1.225969154060613704e+02
1.381355271792480153e+02,1.490341652263351868e+01,1.221146383119952077e+02
1.382660486092129304e+02,1.523222901769611504e+01,1.216119653603995943e+02
1.383887178693917974e+02,1.557990648003538858e+01,1.210889204832715222e+02
1.384923498657772427e+02,1.595044360302286712e+01,1.205587587335100750e+02
1.385769384412402303e+02,1.634388137780824479e+01,1.200214823653370644e+02
1.386424101475676594e+02,1.676025573314299422e+01,1.194771712080707857e+02
1.386888003135507859e+02,1.719962310412661211e+01,1.189261003079224110e+02
1.387163113419795195e+02,1.766197996271687032e+01,1.183683780923799702e+02
1.387262726523874221e+02,1.814599631109281219e+01,1.178039907047281361e+02
1.387188484831185065e+02,1.865153677551295885e+01,1.172327850976822816e+02
1.386942949419164961e+02,1.917053581055288447e+01,1.166547184976054155e+02
1.386525695560995359e+02,1.970299815569463675e+01,1.160697690380132343e+02
1.385939037961542226e+02,2.024889571860800785e+01,1.154777604060865883e+02
1.385152280928348034e+02,2.081894155683385961e+01,1.148720873967186122e+02
1.384161002797538345e+02,2.141328989053521781e+01,1.142527439863822707e+02
1.382964008911768872e+02,2.203194761052648687e+01,1.136198482858857091e+02
1.381557169087219847e+02,2.267493054245025519e+01,1.129733209162920957e+02
1.379968150702921719e+02,2.334223201665509606e+01,1.123065418676935963e+02
1.378197261130889899e+02,2.403389015406217410e+01,1.116193908262133050e+02
1.376245116939221589e+02,2.474979803117543753e+01,1.109118843379748824e+02
1.374197183579207433e+02,2.547923887924699926e+01,1.101972319542897054e+02
1.372166368233426965e+02,2.623154348848402861e+01,1.094687902517891445e+02
1.370160188375511439e+02,2.700663344733877125e+01,1.087267372151212470e+02
1.368181286256106262e+02,2.780453665529307372e+01,1.079711523077267117e+02
1.366234273334508202e+02,2.862529202479352364e+01,1.072022454756764489e+02
1.364321732017990314e+02,2.946888492112706004e+01,1.064201950694688605e+02
1.362440139104028276e+02,3.033544504329860558e+01,1.056248641994164075e+02
1.360559185299792659e+02,3.121285675625650669e+01,1.048427334743001893e+02
1.358658942590210188e+02,3.210911951324670355e+01,1.040738890770938241e+02
1.356736810099745583e+02,3.302434088529805933e+01,1.033184797054572783e+02
1.354790750019524523e+02,3.395847124168107456e+01,1.025764617089400303e+02
1.352825075280499050e+02,3.491151679777190253e+01,1.018478865736203858e+02
1.350847051475400917e+02,3.588353299104387162e+01,1.011331530266299694e+02
1.348861739485185751e+02,3.687456279744124288e+01,1.004322302574881576e+02
1.346877652458917112e+02,3.788438498256833498e+01,9.974492762308497618e+01
1.345079566468691041e+02,3.889691979361118968e+01,9.906449476101550999e+01
1.343469155441622718e+02,3.991215164129940263e+01,9.839085891556779018e+01
1.342200618654632081e+02,4.093535306443915545e+01,9.771070026318783164e+01
1.341274358660942028e+02,4.196651576464795852e+01,9.702374173819066527e+01
1.340689511231710753e+02,4.300583898212710920e+01,9.632985413604244229e+01
1.340440556842967794e+02,4.405328283654112198e+01,9.562933588280316144e+01
1.340524725370837587e+02,4.510899913897624458e+01,9.492232181438522787e+01
1.340934671306212635e+02,4.617694158661510784e+01,9.420857068573265281e+01
1.341669014159454889e+02,4.725695351317830983e+01,9.348820079578253228e+01
1.342725883205152400e+02,4.834906714582668030e+01,9.276129083428205035e+01
1.344164439976395329e+02,4.943185697256598132e+01,9.204103267842124581e+01
1.345989336287842661e+02,5.050510112188355549e+01,9.132735736235233048e+01
1.348205927790993428e+02,5.156888212047680042e+01,9.062013932272641625e+01
1.350825605692542695e+02,5.262324424018296298e+01,8.991975725591312596e+01
1.353851019732510395e+02,5.366811052992746767e+01,8.922625159561906116e+01
1.357356880377703590e+02,5.470072972261593947e+01,8.851315302930798623e+01
1.361342041547115684e+02,5.572124276519645747e+01,8.778019588764094294e+01
1.365762359543465436e+02,5.673494913416099905e+01,8.702063065093916805e+01
1.370392169393299469e+02,5.772307473219678542e+01,8.624755540580432012e+01
1.375211771713594544e+02,5.869513899148645208e+01,8.546058018905446829e+01
1.380219161265774233e+02,5.965108841663533212e+01,8.465920196847042689e+01
1.385404171043937822e+02,6.059093420523814899e+01,8.384365557372407807e+01
1.390761826180885805e+02,6.151468462713803831e+01,8.301402078054940148e+01
1.396288176560654222e+02,6.242218932767576689e+01,8.217044878253713591e+01
1.402007042499750753e+02,6.332019681729492788e+01,8.129975964224445306e+01
1.407957263049815140e+02,6.419257930048947003e+01,8.040201058027030001e+01
1.414144390281706194e+02,6.503918976218989201e+01,7.947734121112594607e+01
1.420576508464160952e+02,6.586807367926382994e+01,7.852558617821716780e+01
